id,title length,tags count,max tag popularity,avg tag popularity,min tag popularity,total code %,java %,json %,xml %,stack traces %,length,words count,day of week,reputation,intercalations,score,number of answers,max answer score,avg answer score,min answer score,number of comments,max answer length,avg answer length,min answer length
23290054,98,4,987300,444932.5,742,0.565174456879526,0.07537853851217907,0.0,0.10204081632653061,0.0,3038,229,Friday,486,8,1,0,-,-,-,2,-,-,-
23304184,45,3,987300,360220.3333333333,246,0.4601542416452442,0.0,0.0,0.0,0.0,778,83,Friday,45,4,2,2,2,1.5,1,1,1156,798.5,441
23311972,71,3,987300,348492.6666666667,629,0.3025291828793774,0.3025291828793774,0.0,0.0,0.0,1028,139,Saturday,18,1,1,1,2,2.0,2,0,1222,1222.0,1222
23318656,75,3,987300,346579.3333333333,6999,0.3350253807106599,0.3350253807106599,0.0,0.0,0.0,197,25,Sunday,14294,2,2,3,4,3.3333333333333335,3,0,635,347.3333333333333,50
2332158,47,2,987300,499105.0,10910,0.39035087719298245,0.39035087719298245,0.0,0.0,0.0,228,25,Thursday,7474,2,2,5,27,7.4,0,3,891,466.4,227
23325760,45,5,987300,203699.4,888,0.5906379072969252,0.5906379072969252,0.0,0.0,0.0,2179,158,Sunday,615,3,1,2,2,1.0,0,0,204,200.5,197
23328003,20,4,987300,298189.0,16482,0.8942847703997358,0.8942847703997358,0.0,0.0,0.0,3027,59,Sunday,15,1,1,4,0,0.0,0,1,401,349.0,291
23329992,39,1,987300,987300.0,987300,0.0,0.0,0.0,0.0,0.0,165,32,Sunday,13,0,1,2,4,2.5,1,1,227,164.5,102
23330617,60,2,987300,879034.0,770768,0.7496274217585693,0.7496274217585693,0.0,0.0,0.0,1342,68,Monday,29,2,-6,3,1,0.6666666666666666,0,1,689,391.0,196
23331805,55,3,987300,340138.6666666667,8476,0.8701937865272223,0.8701937865272223,0.0,0.0,0.0,3251,81,Monday,78,2,0,2,0,0.0,0,0,2450,1297.5,145
23348747,55,4,987300,448623.0,1945,0.9231190650109569,0.7456172388604821,0.0,0.1775018261504748,0.0,5476,66,Monday,3162,9,0,0,-,-,-,2,-,-,-
23349943,38,1,987300,987300.0,987300,0.9326424870466321,0.7694300518134715,0.0,0.0,0.16321243523316062,1544,21,Monday,2,3,-4,1,2,2.0,2,3,288,288.0,288
23360423,50,5,1016740,557325.8,38906,0.0,0.0,0.0,0.0,0.0,353,62,Tuesday,46,0,0,1,0,0.0,0,4,1077,1077.0,1077
23364249,35,5,987300,356195.0,275,0.563249001331558,0.563249001331558,0.0,0.0,0.0,751,66,Tuesday,120,2,0,1,0,0.0,0,0,693,693.0,693
23368585,111,2,987300,494128.0,956,0.8671525981660004,0.8671525981660004,0.0,0.0,0.0,4253,115,Tuesday,6,1,-3,2,3,1.5,0,2,834,525.0,216
23369600,38,5,987300,377593.4,2199,0.8664101154480484,0.8664101154480484,0.0,0.0,0.0,3638,99,Tuesday,14,3,0,3,0,0.0,0,7,1567,647.0,152
23378857,29,2,987300,498761.5,10223,0.6877394636015326,0.6877394636015326,0.0,0.0,0.0,522,30,Wednesday,4,1,0,3,1,0.3333333333333333,0,0,279,176.66666666666666,121
23382301,44,3,987300,348573.6666666667,872,0.9563736965311769,0.9563736965311769,0.0,0.0,0.0,4699,40,Wednesday,4,1,-1,2,0,0.0,0,3,760,437.5,115
23384013,32,5,987300,231490.2,334,0.0,0.0,0.0,0.0,0.0,990,183,Wednesday,24,0,0,2,1,0.5,0,0,455,356.0,257
2339486,42,2,987300,510573.0,33846,0.0,0.0,0.0,0.0,0.0,226,48,Friday,181,0,2,2,5,3.0,1,0,592,481.0,370
23401431,19,4,987300,291643.0,7611,0.7689848121502798,0.7689848121502798,0.0,0.0,0.0,1251,57,Thursday,448,2,2,1,14,14.0,14,0,1321,1321.0,1321
23401644,25,3,987300,335771.0,7660,0.0,0.0,0.0,0.0,0.0,230,42,Thursday,364,0,0,2,2,1.0,0,7,1372,910.5,449
23411921,47,2,987300,493685.5,71,0.4638409438496832,0.4638409438496832,0.0,0.0,0.0,4577,476,Thursday,150,2,1,1,0,0.0,0,2,2689,2689.0,2689
23419553,45,2,987300,522424.5,57549,0.593305117352828,0.593305117352828,0.0,0.0,0.0,2599,199,Friday,10,3,1,2,3,2.0,1,6,944,855.5,767
23420474,56,1,987300,987300.0,987300,0.0,0.0,0.0,0.0,0.0,314,52,Friday,1,0,0,1,0,0.0,0,3,167,167.0,167
23425099,47,2,987300,879034.0,770768,0.47694174757281554,0.17111650485436894,0.0,0.3058252427184466,0.0,1648,155,Friday,126,4,1,2,3,2.0,1,0,662,459.5,257
23430578,63,2,987300,538532.5,89765,0.8956884561891516,0.8532684283727399,0.0,0.0,0.0,2876,57,Friday,78,4,0,2,3,2.5,2,0,129,120.0,111
23435688,61,4,987300,279778.75,18958,0.6650838873061096,0.4681861348528015,0.0,0.196897752453308,0.0,3159,192,Friday,28,12,0,1,0,0.0,0,2,298,298.0,298
23440450,43,1,987300,987300.0,987300,0.23722627737226276,0.23722627737226276,0.0,0.0,0.0,274,44,Saturday,1345,2,1,6,1,0.16666666666666666,0,0,715,290.6666666666667,89
23446702,52,5,987300,226656.2,2185,0.6525223950966526,0.0858085808580858,0.0,0.0,0.0,2121,147,Saturday,192,12,1,0,-,-,-,2,-,-,-
23448616,87,5,987300,210538.8,4675,0.7202828104286345,0.2337604949182501,0.0,0.23950508174988952,0.0,2263,108,Saturday,386,9,1,1,3,3.0,3,3,6356,6356.0,6356
23450352,65,3,987300,348550.3333333333,355,0.0,0.0,0.0,0.0,0.0,2491,469,Saturday,142,0,15,1,1,1.0,1,8,2571,2571.0,2571
23452097,59,4,987300,253814.25,2249,0.8182839173405211,0.8182839173405211,0.0,0.0,0.0,4452,148,Sunday,23,2,4,3,2,1.0,0,0,790,552.0,370
23456613,33,3,987300,334874.6666666667,842,0.36155606407322655,0.36155606407322655,0.0,0.0,0.0,437,48,Sunday,8,2,-1,2,0,-0.5,-1,6,633,577.5,522
23459089,23,2,987300,502218.0,17136,0.7108433734939759,0.7108433734939759,0.0,0.0,0.0,415,23,Sunday,1,2,-1,1,0,0.0,0,1,116,116.0,116
23461514,18,2,987300,498439.5,9579,0.0,0.0,0.0,0.0,0.0,271,55,Sunday,113,0,0,2,1,0.5,0,6,515,295.5,76
23465099,39,2,987300,494406.0,1512,0.698170731707317,0.698170731707317,0.0,0.0,0.0,656,28,Monday,131,2,0,1,0,0.0,0,0,80,80.0,80
23465239,51,3,987300,339123.0,5702,0.3244047619047619,0.3244047619047619,0.0,0.0,0.0,336,48,Monday,2053,2,0,2,3,2.5,2,0,179,160.5,142
23474093,58,2,987300,493679.5,59,0.538961038961039,0.538961038961039,0.0,0.0,0.0,462,38,Monday,12,2,0,1,1,1.0,1,3,1691,1691.0,1691
2347933,67,4,987300,249042.0,497,0.8321257900416217,0.0,0.0,0.0,0.0,6487,206,Saturday,No owner,2,2,1,0,0.0,0,0,838,838.0,838
23479374,64,4,987300,263076.25,9929,0.4263565891472868,0.4263565891472868,0.0,0.0,0.0,1032,106,Monday,72,10,0,3,2,0.6666666666666666,0,3,857,540.0,158
23483579,41,2,987300,493974.0,648,0.4470588235294118,0.4470588235294118,0.0,0.0,0.0,170,19,Monday,22,1,-3,2,2,1.5,1,5,379,297.5,216
23508344,139,5,987300,242051.0,71,0.9258485639686684,0.6911227154046997,0.0,0.0,0.0,3830,48,Wednesday,12313,10,0,2,0,0.0,0,0,308,269.5,231
23521925,42,3,987300,470615.6666666667,57549,0.8816598360655737,0.8816598360655737,0.0,0.0,0.0,1952,47,Wednesday,15,2,0,0,-,-,-,6,-,-,-
23541008,21,5,987300,211136.4,32,0.9367436743674368,0.7618261826182618,0.0,0.0,0.17491749174917492,1818,23,Thursday,1391,3,0,1,1,1.0,1,10,159,159.0,159
23544829,80,4,987300,253828.5,740,0.0,0.0,0.0,0.0,0.0,627,113,Thursday,6,0,1,1,0,0.0,0,0,1045,1045.0,1045
23554127,63,5,987300,205927.0,924,0.862192329708071,0.862192329708071,0.0,0.0,0.0,6988,158,Thursday,437,7,0,0,-,-,-,5,-,-,-
23557245,36,2,987300,532779.0,78258,0.6699321778447627,0.2614920874152223,0.0,0.4084400904295403,0.0,1327,82,Friday,1840,8,0,1,2,2.0,2,0,1410,1410.0,1410
23572516,74,4,987300,277052.5,11493,0.8697170799860287,0.8697170799860287,0.0,0.0,0.0,2863,67,Friday,92,6,2,3,4,3.3333333333333335,3,4,942,705.0,387
23574357,54,5,987300,217686.2,54,0.2996219281663516,0.2996219281663516,0.0,0.0,0.0,1058,144,Friday,1714,1,1,3,3,1.6666666666666667,1,0,2352,1049.6666666666667,262
23575593,112,5,987300,210481.6,3197,0.6892733564013841,0.6892733564013841,0.0,0.0,0.0,1445,70,Friday,13,3,0,0,-,-,-,3,-,-,-
23583967,45,3,987300,586144.0,364,0.5155691679428279,0.5155691679428279,0.0,0.0,0.0,1959,183,Saturday,50,2,1,0,-,-,-,0,-,-,-
23588123,111,2,987300,493672.5,45,0.577386468952734,0.577386468952734,0.0,0.0,0.0,1079,74,Sunday,48,1,3,1,9,9.0,9,1,687,687.0,687
23589382,35,2,987300,494890.5,2481,0.5966183574879227,0.5966183574879227,0.0,0.0,0.0,828,63,Sunday,159,1,0,2,2,1.0,0,3,665,489.0,313
23589570,78,4,987300,249693.5,49,0.8236220472440945,0.7125984251968503,0.0,0.0,0.0,1270,43,Sunday,5,5,0,4,1,0.25,0,1,934,599.25,212
23593079,54,3,987300,332787.3333333333,2419,0.7798972853998533,0.7798972853998533,0.0,0.0,0.0,1363,62,Sunday,314,3,0,2,1,0.5,0,2,793,643.0,493
23593422,76,2,987300,512644.0,37988,0.8200692041522492,0.8200692041522492,0.0,0.0,0.0,2601,78,Sunday,43,4,0,1,1,1.0,1,2,382,382.0,382
23596762,65,2,987300,497090.0,6880,0.290646578782172,0.18895166352793472,0.0,0.1016949152542373,0.0,1593,217,Sunday,1,4,0,1,0,0.0,0,0,793,793.0,793
23598770,38,2,987300,522424.5,57549,0.3961352657004831,0.3961352657004831,0.0,0.0,0.0,207,23,Sunday,7,1,2,2,2,1.0,0,1,313,235.0,157
23599651,43,3,987300,330694.3333333333,1772,0.9521400778210116,0.9521400778210116,0.0,0.0,0.0,2570,26,Monday,3,3,0,0,-,-,-,3,-,-,-
23599658,45,4,987300,463008.75,852,0.5292096219931272,0.5292096219931272,0.0,0.0,0.0,873,73,Monday,1216,2,2,1,1,1.0,1,0,214,214.0,214
2361042,51,2,987300,494298.5,1297,0.25098039215686274,0.06100217864923747,0.0,0.0,0.0,2295,320,Tuesday,1395,10,3,7,1,0.7142857142857143,0,0,507,351.85714285714283,213
23628955,41,1,987300,987300.0,987300,0.8699472759226714,0.8699472759226714,0.0,0.0,0.0,569,12,Tuesday,19,1,0,0,-,-,-,3,-,-,-
23629233,56,3,987300,337499.6666666667,2152,0.0,0.0,0.0,0.0,0.0,424,80,Tuesday,5273,0,1,1,3,3.0,3,1,1062,1062.0,1062
23630763,53,4,987300,248383.75,50,0.5068306010928961,0.5068306010928961,0.0,0.0,0.0,732,71,Tuesday,259,2,0,0,-,-,-,3,-,-,-
23633776,35,3,987300,331267.0,2997,0.9533276760819493,0.9533276760819493,0.0,0.0,0.0,8249,75,Tuesday,407,6,0,3,8,3.0,0,2,576,394.0,260
23634784,16,3,987300,331851.0,1373,0.0,0.0,0.0,0.0,0.0,204,40,Tuesday,26,0,0,2,0,0.0,0,2,252,147.0,42
23637924,35,2,987300,494199.0,1098,0.6908602150537635,0.6908602150537635,0.0,0.0,0.0,1116,69,Tuesday,183,6,0,2,1,1.0,1,2,937,857.0,777
23638291,44,3,987300,340529.3333333333,442,0.0,0.0,0.0,0.0,0.0,339,65,Tuesday,111,0,0,1,1,1.0,1,10,233,233.0,233
23643186,64,3,987300,329431.0,371,0.5479308538501834,0.5479308538501834,0.0,0.0,0.0,1909,155,Tuesday,6,4,1,1,1,1.0,1,2,618,618.0,618
23643545,39,5,987300,202164.6,531,0.3993884682585906,0.2577169481654048,0.0,0.0,0.0,6868,671,Wednesday,23,12,1,1,1,1.0,1,2,297,297.0,297
23646297,77,5,987300,210576.2,772,0.6296296296296297,0.6296296296296297,0.0,0.0,0.0,1188,79,Wednesday,62,1,0,2,1,1.0,1,6,1140,674.5,209
23646793,45,3,987300,586051.0,85,0.9708468639398694,0.4203670595103441,0.0,0.0,0.0,27407,146,Wednesday,36,9,-1,2,1,0.5,0,4,2440,1375.0,310
23652388,57,3,987300,335949.6666666667,6051,0.0,0.0,0.0,0.0,0.0,213,37,Wednesday,570,0,0,1,1,1.0,1,0,263,263.0,263
23655157,81,4,987300,442875.5,2263,0.5973154362416108,0.5973154362416108,0.0,0.0,0.0,1341,94,Wednesday,908,4,0,1,0,0.0,0,0,144,144.0,144
23660038,49,3,987300,356014.3333333333,1908,0.9484154929577465,0.9484154929577465,0.0,0.0,0.0,5680,48,Wednesday,393,1,-1,3,2,0.6666666666666666,0,1,2130,1721.0,1151
23660062,105,4,987300,457012.25,46,0.0,0.0,0.0,0.0,0.0,2403,301,Wednesday,6,0,1,3,2,1.3333333333333333,1,0,161,125.0,86
23677412,67,3,987300,329185.0,26,0.4429790535298681,0.4429790535298681,0.0,0.0,0.0,1289,135,Thursday,31,2,1,1,0,0.0,0,1,1092,1092.0,1092
23687743,53,2,987300,522424.5,57549,0.4713375796178344,0.4713375796178344,0.0,0.0,0.0,314,34,Thursday,128,3,-1,1,3,3.0,3,3,467,467.0,467
2368903,57,3,987300,365572.3333333333,31159,0.0625,0.0625,0.0,0.0,0.0,400,72,Wednesday,2687,2,1,2,0,0.0,0,0,826,528.0,230
23693641,54,3,987300,492227.0,353,0.23574144486692014,0.1596958174904943,0.0,0.07604562737642585,0.0,526,73,Friday,6,4,1,3,0,0.0,0,3,547,388.6666666666667,278
23698534,35,4,987300,277500.5,133,0.16846652267818574,0.16846652267818574,0.0,0.0,0.0,463,61,Friday,185,2,3,0,-,-,-,0,-,-,-
23700397,77,5,987300,219223.0,267,0.959892016968762,0.959892016968762,0.0,0.0,0.0,12965,77,Friday,1,1,-1,1,0,0.0,0,2,2993,2993.0,2993
2370745,69,4,987300,282631.0,210,0.0,0.0,0.0,0.0,0.0,485,94,Wednesday,66360,0,22,4,49,16.75,1,0,861,520.25,247
23707468,65,4,987300,264459.5,17244,0.5372424722662441,0.5372424722662441,0.0,0.0,0.0,631,47,Saturday,500,4,0,1,1,1.0,1,2,489,489.0,489
23707938,39,2,987300,505820.0,24340,0.6474480151228733,0.6474480151228733,0.0,0.0,0.0,1058,70,Saturday,14,3,-3,1,0,0.0,0,5,983,983.0,983
23711257,42,3,987300,332512.3333333333,699,0.375,0.3,0.0,0.0,0.0,600,68,Saturday,1,6,0,1,0,0.0,0,0,75,75.0,75
23723518,60,3,987300,352057.6666666667,1484,0.5482825664290344,0.5482825664290344,0.0,0.0,0.0,1543,124,Sunday,33200,2,3,2,2,1.5,1,1,1940,1478.0,1016
23728430,61,4,987300,253589.75,993,0.7003105590062112,0.7003105590062112,0.0,0.0,0.0,644,35,Monday,No owner,4,0,2,2,1.0,0,3,625,479.5,334
2373652,92,3,987300,349602.0,1593,0.0,0.0,0.0,0.0,0.0,184,37,Wednesday,101,0,3,4,5,2.5,0,1,964,457.0,237
23737051,90,3,987300,345566.3333333333,11572,0.0,0.0,0.0,0.0,0.0,515,95,Monday,359,0,0,2,1,0.5,0,3,1221,676.5,132
23743449,29,3,987300,331985.6666666667,1068,0.5297113752122241,0.5297113752122241,0.0,0.0,0.0,589,55,Monday,13,2,0,1,0,0.0,0,2,829,829.0,829
23743747,50,3,987300,589201.3333333334,9536,0.0,0.0,0.0,0.0,0.0,409,73,Monday,664,0,2,0,-,-,-,6,-,-,-
23753215,49,5,987300,204048.4,71,0.34130434782608693,0.34130434782608693,0.0,0.0,0.0,460,63,Tuesday,39,6,-1,1,1,1.0,1,0,104,104.0,104
23768552,49,3,987300,332334.3333333333,786,0.4393530997304582,0.4393530997304582,0.0,0.0,0.0,742,74,Tuesday,1690,2,-1,1,3,3.0,3,6,695,695.0,695
23768735,44,5,987300,202655.2,18,0.5218068535825545,0.24922118380062305,0.0,0.27258566978193144,0.0,1284,108,Tuesday,5043,6,2,1,1,1.0,1,5,176,176.0,176
23772828,56,3,987300,343375.0,3050,0.7247249869041383,0.7247249869041383,0.0,0.0,0.0,3818,198,Wednesday,4,3,0,0,-,-,-,2,-,-,-
23780472,44,4,987300,272290.5,62,0.0,0.0,0.0,0.0,0.0,353,66,Wednesday,1,0,0,0,-,-,-,2,-,-,-
23783204,55,2,987300,509229.5,31159,0.2817574021012416,0.0,0.0,0.2817574021012416,0.0,1047,130,Wednesday,198,6,0,1,2,2.0,2,0,1067,1067.0,1067
23784256,49,3,987300,454549.3333333333,9350,0.0,0.0,0.0,0.0,0.0,1984,382,Wednesday,1658,0,1,1,1,1.0,1,0,624,624.0,624
23789811,85,3,987300,586030.0,22,0.553082191780822,0.553082191780822,0.0,0.0,0.0,584,48,Wednesday,2000,1,1,0,-,-,-,3,-,-,-
23796325,33,3,987300,344968.3333333333,9778,0.3835616438356164,0.0,0.0,0.2328767123287671,0.0,438,53,Thursday,11,4,0,0,-,-,-,3,-,-,-
23798274,32,3,987300,388973.6666666667,17634,0.8591549295774648,0.8591549295774648,0.0,0.0,0.0,923,25,Thursday,3,1,0,2,1,0.5,0,2,446,399.0,352
23805028,53,4,987300,468130.75,21340,0.7244976816074189,0.7244976816074189,0.0,0.0,0.0,2588,140,Thursday,15,2,0,0,-,-,-,4,-,-,-
23805135,61,5,987300,282243.0,56,0.4457741211667913,0.3492894540014959,0.0,0.0,0.0,1337,127,Thursday,549,8,1,1,0,0.0,0,0,492,492.0,492
23807845,20,5,987300,221705.0,3249,0.7597114317425083,0.16204217536071033,0.0,0.19922308546059933,0.0,1802,87,Thursday,313,12,4,1,2,2.0,2,3,1796,1796.0,1796
23808946,103,2,987300,505820.0,24340,0.4985632183908046,0.4985632183908046,0.0,0.0,0.0,2088,197,Thursday,156,2,0,1,0,0.0,0,2,473,473.0,473
23813174,56,4,987300,280550.0,17013,0.0,0.0,0.0,0.0,0.0,437,74,Thursday,476,0,0,2,1,0.5,0,2,1606,1281.5,957
23814067,99,5,987300,217660.0,978,0.0,0.0,0.0,0.0,0.0,293,53,Thursday,29,0,0,0,-,-,-,3,-,-,-
23815172,46,4,987300,264332.0,818,0.28974358974358977,0.0,0.0,0.28974358974358977,0.0,780,103,Thursday,No owner,2,0,1,2,2.0,2,0,2310,2310.0,2310
23816030,67,3,987300,340468.3333333333,12020,0.39267015706806285,0.0,0.0,0.0,0.0,382,44,Thursday,20,2,0,1,0,0.0,0,1,432,432.0,432
23828703,48,4,987300,259871.5,1537,0.8475398475398476,0.0,0.0,0.0,0.0,11544,306,Friday,3,2,0,2,2,1.0,0,4,986,775.5,565
23829248,44,2,987300,496523.0,5746,0.3426791277258567,0.3426791277258567,0.0,0.0,0.0,321,44,Friday,79,2,1,3,0,0.0,0,1,654,338.3333333333333,122
23838060,57,2,987300,540207.5,93115,0.0,0.0,0.0,0.0,0.0,239,43,Friday,20,0,-2,1,2,2.0,2,7,541,541.0,541
23841103,54,5,987300,374909.0,3313,0.0,0.0,0.0,0.0,0.0,1030,188,Saturday,197,0,2,2,1,0.5,0,0,104,85.0,66
2384268,43,4,987300,301168.5,67,0.0,0.0,0.0,0.0,0.0,728,132,Friday,40478,0,1,1,6,6.0,6,0,429,429.0,429
23844057,39,3,987300,334344.0,4227,0.953307392996109,0.6099221789883269,0.0,0.0,0.3433852140077821,2056,21,Saturday,53,4,0,1,0,0.0,0,5,258,258.0,258
23851048,46,5,987300,262467.6,100,0.8061336254107339,0.24041621029572838,0.0,0.0,0.0,1826,69,Sunday,3,10,0,1,1,1.0,1,0,344,344.0,344
23866898,67,2,987300,494346.0,1392,0.8689347462353597,0.8689347462353597,0.0,0.0,0.0,1793,48,Monday,1,4,0,1,0,0.0,0,1,1657,1657.0,1657
23867098,50,5,987300,215055.8,11345,0.97036358081271,0.5370455239841124,0.0,0.0,0.0,13092,79,Monday,11,5,0,2,0,0.0,0,3,139,134.5,130
23870728,57,2,987300,540207.5,93115,0.11918604651162791,0.11918604651162791,0.0,0.0,0.0,688,120,Monday,30,4,0,2,0,0.0,0,1,152,149.5,147
23876960,29,3,987300,589131.0,9325,0.0,0.0,0.0,0.0,0.0,297,65,Monday,235,0,1,0,-,-,-,0,-,-,-
23878647,44,4,987300,274711.25,10679,0.45064377682403434,0.45064377682403434,0.0,0.0,0.0,699,64,Monday,133,2,0,1,2,2.0,2,0,255,255.0,255
23889387,48,1,987300,987300.0,987300,0.6015228426395939,0.5939086294416244,0.0,0.0,0.0,1182,95,Tuesday,27,6,1,1,5,5.0,5,1,271,271.0,271
23900699,52,1,987300,987300.0,987300,0.0,0.0,0.0,0.0,0.0,388,84,Tuesday,10,0,-2,4,0,-0.25,-1,0,489,350.0,259
23903285,48,3,987300,337705.3333333333,1176,0.6728778467908902,0.0,0.0,0.0,0.6728778467908902,2415,136,Wednesday,166,2,1,0,-,-,-,0,-,-,-
23907273,21,3,987300,632359.0,139009,0.8160676532769556,0.3451374207188161,0.47093023255813954,0.0,0.0,1892,58,Wednesday,7536,7,0,4,0,0.0,0,3,839,434.5,196
23909807,38,5,987300,359626.2,29,0.0,0.0,0.0,0.0,0.0,485,94,Wednesday,78,0,0,1,0,0.0,0,0,74,74.0,74
23916211,63,3,987300,373055.0,38750,0.7572533849129593,0.0,0.0,0.43617021276595747,0.0,1034,44,Wednesday,8726,9,0,1,1,1.0,1,13,1797,1797.0,1797
23920316,74,3,987300,348884.0,16482,0.37748344370860926,0.37748344370860926,0.0,0.0,0.0,755,98,Wednesday,296,2,1,3,2,0.6666666666666666,0,13,719,561.6666666666666,330
23921298,63,3,987300,363995.6666666667,11572,0.18144499178981938,0.0,0.0,0.0,0.0,1218,187,Wednesday,37,2,0,0,-,-,-,2,-,-,-
23923669,29,4,987300,261912.25,988,0.9429025729979763,0.9429025729979763,0.0,0.0,0.0,6918,68,Wednesday,2179,2,1,1,2,2.0,2,0,828,828.0,828
23927712,39,2,987300,540207.5,93115,0.7667398463227223,0.7667398463227223,0.0,0.0,0.0,1822,80,Thursday,194,1,1,0,-,-,-,3,-,-,-
23930650,47,2,987300,494658.5,2017,0.8450819672131148,0.6344262295081967,0.0,0.0,0.0,2440,80,Thursday,161,12,1,1,1,1.0,1,5,1462,1462.0,1462
23931984,52,1,987300,987300.0,987300,0.7544779379641765,0.7544779379641765,0.0,0.0,0.0,2289,100,Thursday,1,3,0,1,0,0.0,0,6,817,817.0,817
23935455,45,5,987300,213169.6,11084,0.8593155893536122,0.8593155893536122,0.0,0.0,0.0,1315,37,Thursday,540,1,0,1,1,1.0,1,0,519,519.0,519
2393988,58,3,987300,332274.3333333333,280,0.27595628415300544,0.27595628415300544,0.0,0.0,0.0,366,50,Saturday,9278,4,9,5,31,8.4,1,5,1250,486.4,169
23942512,59,4,987300,266744.25,307,0.0,0.0,0.0,0.0,0.0,347,70,Thursday,14,0,0,0,-,-,-,2,-,-,-
23946358,25,4,987300,267761.0,6460,0.2661064425770308,0.2661064425770308,0.0,0.0,0.0,714,103,Friday,139,2,0,1,4,4.0,4,0,1210,1210.0,1210
23954790,72,4,987300,351427.5,779,0.0,0.0,0.0,0.0,0.0,424,86,Friday,1,0,0,1,0,0.0,0,0,372,372.0,372
23956876,28,5,987300,357035.2,2162,0.05636743215031315,0.05636743215031315,0.0,0.0,0.0,479,91,Friday,495,2,0,1,2,2.0,2,5,1005,1005.0,1005
23981859,51,4,987300,463402.0,2425,0.34438114966338684,0.34438114966338684,0.0,0.0,0.0,1931,240,Sunday,114,4,1,1,1,1.0,1,0,1448,1448.0,1448
23987752,43,1,987300,987300.0,987300,0.4582210242587601,0.4582210242587601,0.0,0.0,0.0,371,46,Monday,25,1,0,3,0,0.0,0,5,679,458.6666666666667,241
2399428,33,1,987300,987300.0,987300,0.0,0.0,0.0,0.0,0.0,421,74,Monday,4,0,1,1,0,0.0,0,0,47,47.0,47
24001640,64,5,987300,206323.8,4245,0.40153256704980844,0.40153256704980844,0.0,0.0,0.0,1305,145,Monday,3,4,0,1,1,1.0,1,0,392,392.0,392
24002366,27,4,987300,270116.0,588,0.7312703583061889,0.7312703583061889,0.0,0.0,0.0,1228,68,Monday,161,5,0,1,1,1.0,1,0,490,490.0,490
24005411,41,4,987300,250962.25,55,0.46008119079837617,0.46008119079837617,0.0,0.0,0.0,739,67,Tuesday,185,4,2,1,3,3.0,3,1,788,788.0,788
24008388,46,3,987300,587280.6666666666,3774,0.9649033570701933,0.13453713123092573,0.0,0.5647889114954222,0.0,15728,91,Tuesday,172,7,1,0,-,-,-,0,-,-,-
2401313,60,2,987300,500267.5,13235,0.0,0.0,0.0,0.0,0.0,215,43,Monday,299,0,2,1,0,0.0,0,0,222,222.0,222
24019198,29,2,987300,499377.0,11454,0.0,0.0,0.0,0.0,0.0,187,34,Tuesday,16,0,0,1,0,0.0,0,0,315,315.0,315
24022780,55,4,987300,266640.25,8164,0.0,0.0,0.0,0.0,0.0,829,138,Tuesday,511,0,1,1,2,2.0,2,2,1362,1362.0,1362
24023155,76,4,987300,290559.25,7718,0.8336893500152579,0.02380225816295392,0.0,0.8098870918523039,0.0,3277,96,Tuesday,690,3,2,1,1,1.0,1,0,1341,1341.0,1341
24029035,76,1,987300,987300.0,987300,0.33559322033898303,0.33559322033898303,0.0,0.0,0.0,590,81,Wednesday,13,1,0,1,0,0.0,0,2,422,422.0,422
24034242,50,3,987300,333160.0,4462,0.19311377245508982,0.19311377245508982,0.0,0.0,0.0,668,105,Wednesday,358,4,0,1,2,2.0,2,0,1663,1663.0,1663
2403425,58,2,987300,497412.5,7525,0.0,0.0,0.0,0.0,0.0,156,30,Monday,5389,0,5,7,10,2.5714285714285716,0,1,749,306.7142857142857,89
24040208,63,5,987300,228782.0,3615,0.8631929046563193,0.0,0.0,0.8631929046563193,0.0,4510,107,Wednesday,1059,3,0,2,3,2.5,2,0,1340,770.5,201
24052289,67,3,987300,373024.0,42870,0.7416723317471108,0.4479945615227736,0.0,0.0,0.0,1471,73,Thursday,1,3,-1,3,0,0.0,0,5,783,450.3333333333333,200
24052992,85,1,987300,987300.0,987300,0.6791569086651054,0.10772833723653395,0.0,0.0,0.0,854,53,Thursday,325,3,2,0,-,-,-,8,-,-,-
24058954,40,3,987300,333183.6666666667,1133,0.7918468190240889,0.7918468190240889,0.0,0.0,0.0,1619,63,Thursday,816,2,-1,1,0,0.0,0,5,556,556.0,556
24070968,60,5,987300,354055.4,174,0.0,0.0,0.0,0.0,0.0,912,172,Thursday,92,0,3,0,-,-,-,5,-,-,-
24075537,48,4,987300,267074.75,1566,0.0,0.0,0.0,0.0,0.0,413,83,Friday,430,0,0,2,0,0.0,0,0,339,263.5,188
24078840,63,5,987300,229713.2,23894,0.0,0.0,0.0,0.0,0.0,813,138,Friday,1,0,0,1,0,0.0,0,2,519,519.0,519
24093402,58,5,987300,232215.6,2202,0.4620408163265306,0.4620408163265306,0.0,0.0,0.0,1225,109,Saturday,3,2,0,1,1,1.0,1,1,756,756.0,756
24098937,42,3,987300,329897.3333333333,48,0.0,0.0,0.0,0.0,0.0,333,65,Saturday,24,0,2,1,0,0.0,0,0,837,837.0,837
24102039,51,4,987300,271033.25,252,0.29041095890410956,0.29041095890410956,0.0,0.0,0.0,365,53,Sunday,123,1,1,0,-,-,-,1,-,-,-
24116326,27,3,987300,617061.0,93115,0.0,0.0,0.0,0.0,0.0,461,80,Monday,53,0,0,4,1,0.25,0,3,288,217.0,144
